# Tm,Pos,Player,Season,Age,Tm,Pts Won,Pts Max,Share,1st Tm,2nd Tm,3rd Tm,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48
ORV,G,Ray Allen,2000,24,MIL,20,605,0.033,0.0,,,82,37.4,22.1,4.4,3.8,1.3,0.2,0.455,0.423,0.887,10.1,0.157
ORV,C,Patrick Ewing,2000,37,NYK,8,605,0.013,0.0,,,62,32.8,15.0,9.7,0.9,0.6,1.4,0.466,0.0,0.731,4.8,0.113
ORV,F,Shareef Abdur-Rahim,2000,23,VAN,7,605,0.012,0.0,,,82,39.3,20.3,10.1,3.3,1.1,1.1,0.465,0.302,0.809,8.8,0.132
ORV,F,Jalen Rose,2000,27,IND,6,605,0.01,0.0,,,80,37.2,18.2,4.8,4.0,1.1,0.6,0.471,0.393,0.827,7.3,0.118
ORV,F,Rasheed Wallace,2000,25,POR,6,605,0.01,0.0,,,81,35.1,16.4,7.0,1.8,1.1,1.3,0.519,0.16,0.704,9.3,0.156
ORV,F,Clifford Robinson,2000,33,PHO,4,605,0.007,0.0,,,80,35.5,18.5,4.5,2.8,1.1,0.8,0.464,0.37,0.782,9.6,0.162
ORV,G,Latrell Sprewell,2000,29,NYK,4,605,0.007,0.0,,,82,40.0,18.6,4.3,4.0,1.3,0.3,0.435,0.346,0.866,6.6,0.097
ORV,G,Terrell Brandon,2000,29,MIN,3,605,0.005,0.0,,,71,36.4,17.1,3.4,8.9,1.9,0.4,0.466,0.402,0.899,8.6,0.159
ORV,C,Arvydas Sabonis,2000,35,POR,2,605,0.003,0.0,0.0,2.0,66,25.6,11.8,7.8,1.8,0.7,1.2,0.505,0.368,0.843,7.1,0.203
ORV,C,Rik Smits,2000,33,IND,2,605,0.003,0.0,0.0,2.0,79,23.4,12.9,5.1,1.1,0.3,1.3,0.484,0.0,0.739,3.8,0.099
ORV,G,Darrell Armstrong,2000,31,ORL,1,605,0.002,0.0,0.0,1.0,82,31.6,16.2,3.3,6.1,2.1,0.1,0.433,0.34,0.911,8.0,0.149
ORV,G,Sam Cassell,2000,30,MIL,1,605,0.002,0.0,0.0,1.0,81,35.8,18.6,3.7,9.0,1.3,0.1,0.466,0.289,0.876,9.2,0.152
ORV,C,Vlade Divac,2000,31,SAC,1,605,0.002,0.0,0.0,1.0,82,29.0,12.3,8.0,3.0,1.3,1.3,0.503,0.269,0.691,7.2,0.145
ORV,G,Anfernee Hardaway,2000,28,PHO,1,605,0.002,0.0,0.0,1.0,60,37.6,16.9,5.8,5.3,1.6,0.6,0.474,0.324,0.79,7.8,0.165
ORV,F,Antonio McDyess,2000,25,DEN,1,605,0.002,0.0,0.0,1.0,81,33.3,19.1,8.5,2.0,0.9,1.7,0.507,0.0,0.626,6.2,0.11
ORV,G,Reggie Miller,2000,34,IND,1,605,0.002,0.0,0.0,1.0,81,36.9,18.1,3.0,2.3,1.0,0.3,0.448,0.408,0.919,10.1,0.162
ORV,G,Steve Smith,2000,30,POR,1,605,0.002,0.0,0.0,1.0,82,32.8,14.9,3.8,2.5,0.9,0.4,0.467,0.398,0.85,10.4,0.186
1st,G,Allen Iverson,2001,25,PHI,612,620,0.987,120.0,,,71,42.0,31.1,3.8,4.6,2.5,0.3,0.42,0.32,0.814,11.8,0.19
1st,F,Tim Duncan,2001,24,SAS,608,620,0.981,115.0,,,82,38.7,22.2,12.2,3.0,0.9,2.3,0.499,0.259,0.618,13.2,0.2
1st,F,Chris Webber,2001,27,SAC,596,620,0.961,109.0,,,70,40.5,27.1,11.1,4.2,1.3,1.7,0.481,0.071,0.703,11.0,0.186
1st,C,Shaquille O'Neal,2001,28,LAL,581,620,0.937,115.0,,,74,39.5,28.7,12.7,3.7,0.6,2.8,0.572,0.0,0.513,14.9,0.245
1st,G,Jason Kidd,2001,27,PHO,423,620,0.682,54.0,,,77,39.8,16.9,6.4,9.8,2.2,0.3,0.411,0.297,0.814,9.6,0.15
2nd,F,Kevin Garnett,2001,24,MIN,424,620,0.684,25.0,,,81,39.5,22.0,11.4,5.0,1.4,1.8,0.477,0.288,0.764,11.8,0.176
2nd,G,Kobe Bryant,2001,22,LAL,411,620,0.663,36.0,,,68,40.9,28.5,5.9,5.0,1.7,0.6,0.464,0.305,0.853,11.3,0.196
2nd,F,Tracy McGrady,2001,21,ORL,318,620,0.513,21.0,,,77,40.1,26.8,7.5,4.6,1.5,1.5,0.457,0.355,0.733,12.2,0.189
2nd,F,Vince Carter,2001,24,TOR,287,620,0.463,11.0,,,75,39.7,27.6,5.5,3.9,1.5,1.1,0.46,0.408,0.765,12.9,0.208
2nd,C,Dikembe Mutombo,2001,34,TOT,238,620,0.384,0.0,,,75,34.5,10.0,13.5,1.0,0.4,2.7,0.484,0.0,0.725,8.1,0.151
3rd,F,Karl Malone,2001,37,UTA,197,620,0.318,0.0,,,81,35.7,23.2,8.3,4.5,1.1,0.8,0.498,0.4,0.793,13.1,0.217
3rd,C,David Robinson,2001,35,SAS,165,620,0.266,0.0,,,80,29.6,14.4,8.6,1.5,1.0,2.5,0.486,0.0,0.747,12.1,0.246
3rd,G,Gary Payton,2001,32,SEA,117,620,0.189,1.0,,,79,41.1,23.1,4.6,8.1,1.6,0.3,0.456,0.375,0.766,10.8,0.16
3rd,G,Ray Allen,2001,25,MIL,105,620,0.169,3.0,,,82,38.2,22.0,5.2,4.6,1.5,0.2,0.48,0.433,0.888,13.7,0.211
3rd,F,Dirk Nowitzki,2001,22,DAL,56,620,0.09,0.0,,,82,38.1,21.8,9.2,2.1,1.0,1.2,0.474,0.387,0.838,14.6,0.224
ORV,G,Jerry Stackhouse,2001,26,DET,54,620,0.087,3.0,,,80,40.2,29.8,3.9,5.1,1.2,0.7,0.402,0.351,0.822,9.2,0.137
ORV,F,Rasheed Wallace,2001,26,POR,51,620,0.082,0.0,,,77,38.2,19.2,7.8,2.8,1.2,1.8,0.501,0.321,0.766,11.0,0.18
ORV,G,Michael Finley,2001,27,DAL,44,620,0.071,0.0,,,82,42.0,21.5,5.2,4.4,1.4,0.4,0.458,0.346,0.775,8.5,0.119
ORV,G,Stephon Marbury,2001,23,NJN,38,620,0.061,0.0,,,67,38.2,23.9,3.1,7.6,1.2,0.1,0.441,0.328,0.79,7.8,0.147
ORV,F,Paul Pierce,2001,23,BOS,38,620,0.061,0.0,,,82,38.0,25.3,6.4,3.1,1.7,0.8,0.454,0.383,0.745,10.4,0.16
ORV,F,Antonio McDyess,2001,26,DEN,34,620,0.055,0.0,,,70,36.5,20.8,12.1,2.1,0.6,1.5,0.495,0.0,0.7,7.8,0.146
ORV,G,John Stockton,2001,38,UTA,32,620,0.052,1.0,,,82,29.2,11.5,2.8,8.7,1.6,0.3,0.504,0.462,0.817,10.8,0.216
ORV,G,Steve Francis,2001,23,HOU,29,620,0.047,1.0,,,80,39.9,19.9,6.9,6.5,1.8,0.4,0.451,0.396,0.817,12.2,0.184
ORV,F,Glenn Robinson,2001,28,MIL,20,620,0.032,0.0,,,76,37.0,22.0,6.9,3.3,1.1,0.8,0.468,0.299,0.82,6.7,0.114
ORV,C,Antonio Davis,2001,32,TOR,17,620,0.027,0.0,,,78,35.0,13.7,10.1,1.4,0.3,1.9,0.433,0.0,0.754,7.2,0.127
ORV,C,Vlade Divac,2001,32,SAC,17,620,0.027,0.0,,,81,29.9,12.0,8.3,2.9,1.1,1.1,0.482,0.286,0.691,7.4,0.147
ORV,C,Marcus Camby,2001,26,NYK,11,620,0.018,0.0,,,63,33.8,12.0,11.5,0.8,1.0,2.2,0.524,0.125,0.667,10.3,0.233
ORV,F,Anthony Mason,2001,34,MIA,6,620,0.01,0.0,,,80,40.7,16.1,9.6,3.1,1.0,0.3,0.482,0.0,0.781,11.6,0.171
ORV,C,Theo Ratliff,2001,27,PHI,5,620,0.008,0.0,,,50,36.0,12.4,8.3,1.2,0.6,3.7,0.499,0.0,0.76,5.2,0.138
ORV,F,Shawn Marion,2001,22,PHO,4,620,0.006,0.0,,,79,36.2,17.3,10.7,2.0,1.7,1.4,0.48,0.256,0.81,11.7,0.196
ORV,F,Jalen Rose,2001,28,IND,4,620,0.006,0.0,,,72,40.9,20.5,5.0,6.0,0.9,0.6,0.457,0.339,0.828,7.3,0.119
ORV,G,Latrell Sprewell,2001,30,NYK,4,620,0.006,0.0,,,77,39.2,17.7,4.5,3.5,1.4,0.4,0.43,0.304,0.783,5.1,0.082
ORV,F,Shareef Abdur-Rahim,2001,24,VAN,3,620,0.005,0.0,,,81,40.0,20.5,9.1,3.1,1.1,1.0,0.472,0.188,0.834,8.5,0.126
ORV,F,Brian Grant,2001,28,MIA,3,620,0.005,0.0,,,82,33.8,15.2,8.8,1.2,0.7,0.9,0.479,0.0,0.797,8.7,0.151
ORV,G,Allan Houston,2001,29,NYK,3,620,0.005,0.0,,,78,36.6,18.7,3.6,2.2,0.7,0.1,0.449,0.381,0.909,7.5,0.126
ORV,G,Terrell Brandon,2001,30,MIN,2,620,0.003,0.0,0.0,2.0,78,36.2,16.0,3.8,7.5,2.1,0.3,0.451,0.363,0.871,8.5,0.145
ORV,G,Sam Cassell,2001,31,MIL,2,620,0.003,0.0,0.0,2.0,76,35.6,18.2,3.8,7.6,1.2,0.1,0.474,0.306,0.858,8.5,0.15
ORV,C,Jermaine O'Neal,2001,22,IND,2,620,0.003,0.0,0.0,2.0,81,32.6,12.9,9.8,1.2,0.6,2.8,0.465,0.0,0.601,6.4,0.116
ORV,C,Elden Campbell,2001,32,CHH,1,620,0.002,0.0,0.0,1.0,78,30.0,13.1,7.8,1.3,0.8,1.8,0.44,0.0,0.709,6.4,0.131
ORV,F,Antawn Jamison,2001,24,GSW,1,620,0.002,0.0,0.0,1.0,82,41.4,24.9,8.7,2.0,1.4,0.3,0.442,0.302,0.715,6.7,0.094
ORV,F,Rashard Lewis,2001,21,SEA,1,620,0.002,0.0,0.0,1.0,78,34.9,14.8,6.9,1.6,1.2,0.6,0.48,0.432,0.826,8.0,0.142
ORV,F,Peja Stojaković,2001,23,SAC,1,620,0.002,0.0,0.0,1.0,75,38.7,20.4,5.8,2.2,1.2,0.2,0.47,0.4,0.856,10.1,0.168
ORV,F,Antoine Walker,2001,24,BOS,1,620,0.002,0.0,0.0,1.0,81,41.9,23.4,8.9,5.5,1.7,0.6,0.413,0.367,0.716,6.6,0.093
1st,C,Shaquille O'Neal,2002,29,LAL,626,630,0.994,125.0,0.0,1.0,67,36.1,27.2,10.7,3.0,0.6,2.0,0.579,0.0,0.555,13.2,0.262
1st,F,Tim Duncan,2002,25,SAS,626,630,0.994,124.0,,,82,40.6,25.5,12.7,3.7,0.7,2.5,0.508,0.1,0.799,17.8,0.257
1st,G,Jason Kidd,2002,28,NJN,601,630,0.954,115.0,,,82,37.3,14.7,7.3,9.9,2.1,0.2,0.391,0.321,0.814,8.9,0.14
1st,F,Tracy McGrady,2002,22,ORL,513,630,0.814,80.0,,,76,38.3,25.6,7.9,5.3,1.6,1.0,0.451,0.364,0.748,11.5,0.189
1st,G,Kobe Bryant,2002,23,LAL,507,630,0.805,72.0,,,80,38.3,25.2,5.5,5.5,1.5,0.4,0.469,0.25,0.829,12.7,0.199
2nd,F,Kevin Garnett,2002,25,MIN,391,630,0.621,31.0,,,81,39.2,21.2,12.1,5.2,1.2,1.6,0.47,0.319,0.801,12.8,0.194
2nd,F,Dirk Nowitzki,2002,23,DAL,358,630,0.568,22.0,,,76,38.0,23.4,9.9,2.4,1.1,1.0,0.477,0.397,0.853,13.4,0.222
2nd,F,Chris Webber,2002,28,SAC,339,630,0.538,21.0,,,54,38.4,24.5,10.1,4.8,1.7,1.4,0.495,0.263,0.749,8.6,0.2
2nd,G,Gary Payton,2002,33,SEA,284,630,0.451,11.0,,,82,40.3,22.1,4.8,9.0,1.6,0.3,0.467,0.314,0.797,12.6,0.183
2nd,G,Allen Iverson,2002,26,PHI,272,630,0.432,12.0,,,60,43.7,31.4,4.5,5.5,2.8,0.2,0.398,0.291,0.812,6.9,0.126
3rd,F,Paul Pierce,2002,24,BOS,230,630,0.365,9.0,,,82,40.3,26.1,6.9,3.2,1.9,1.0,0.442,0.404,0.809,12.9,0.187
3rd,C,Ben Wallace,2002,27,DET,195,630,0.31,3.0,,,80,36.5,7.6,13.0,1.4,1.7,3.5,0.531,0.0,0.423,11.6,0.19
3rd,C,Dikembe Mutombo,2002,35,PHI,105,630,0.167,0.0,,,80,36.3,11.5,10.8,1.0,0.4,2.4,0.501,0.0,0.764,9.6,0.158
3rd,G,Steve Nash,2002,27,DAL,96,630,0.152,1.0,,,82,34.6,17.9,3.1,7.7,0.6,0.0,0.483,0.455,0.887,9.9,0.167
3rd,C,Jermaine O'Neal,2002,23,IND,78,630,0.124,0.0,,,72,37.6,19.0,10.5,1.6,0.6,2.3,0.479,0.071,0.688,6.4,0.113
ORV,F,Peja Stojaković,2002,24,SAC,55,630,0.087,0.0,,,71,37.3,21.2,5.3,2.5,1.1,0.2,0.484,0.416,0.876,9.9,0.179
ORV,C,Vlade Divac,2002,33,SAC,51,630,0.081,0.0,,,80,30.3,11.1,8.4,3.7,1.0,1.2,0.472,0.231,0.615,7.3,0.145
ORV,G,Jerry Stackhouse,2002,27,DET,46,630,0.073,1.0,,,76,35.3,21.4,4.1,5.3,1.0,0.5,0.397,0.287,0.858,5.8,0.104
ORV,F,Karl Malone,2002,38,UTA,41,630,0.065,1.0,,,80,38.0,22.4,8.6,4.3,1.9,0.7,0.454,0.36,0.797,9.8,0.155
ORV,G,Andre Miller,2002,25,CLE,32,630,0.051,0.0,,,81,37.3,16.5,4.7,10.9,1.6,0.4,0.454,0.253,0.817,10.3,0.163
ORV,F,Elton Brand,2002,22,LAC,29,630,0.046,1.0,,,80,37.8,18.2,11.6,2.4,1.0,2.0,0.527,0.0,0.742,13.6,0.216
ORV,G,Michael Jordan,2002,38,WAS,29,630,0.046,0.0,,,60,34.9,22.9,5.7,5.2,1.4,0.4,0.416,0.189,0.79,3.3,0.075
ORV,F,Antoine Walker,2002,25,BOS,28,630,0.044,0.0,,,81,42.0,22.1,8.8,5.0,1.5,0.5,0.394,0.344,0.741,6.7,0.094
ORV,C,Alonzo Mourning,2002,31,MIA,25,630,0.04,0.0,,,75,32.7,15.7,8.4,1.2,0.4,2.5,0.516,0.333,0.657,7.4,0.145
ORV,F,Baron Davis,2002,22,CHH,24,630,0.038,0.0,,,82,40.5,18.1,4.3,8.5,2.1,0.6,0.417,0.356,0.58,8.2,0.118
ORV,F,Rasheed Wallace,2002,27,POR,15,630,0.024,0.0,,,79,37.5,19.3,8.2,1.9,1.3,1.3,0.469,0.36,0.734,9.7,0.158
ORV,G,Ray Allen,2002,26,MIL,13,630,0.021,0.0,,,69,36.6,21.8,4.5,3.9,1.3,0.3,0.462,0.434,0.873,8.9,0.169
ORV,G,John Stockton,2002,39,UTA,11,630,0.017,1.0,,,82,31.3,13.4,3.2,8.2,1.9,0.3,0.517,0.321,0.857,10.7,0.2
ORV,F,Shareef Abdur-Rahim,2002,25,ATL,5,630,0.008,0.0,,,77,38.7,21.2,9.0,3.1,1.3,1.1,0.461,0.3,0.801,7.2,0.116
ORV,G,Michael Finley,2002,28,DAL,5,630,0.008,0.0,,,69,39.9,20.6,5.2,3.3,0.9,0.4,0.463,0.339,0.837,6.3,0.11
ORV,G,Steve Francis,2002,24,HOU,5,630,0.008,0.0,,,57,41.1,21.6,7.0,6.4,1.2,0.4,0.417,0.324,0.773,4.4,0.091
ORV,G,Mike Bibby,2002,23,SAC,4,630,0.006,0.0,,,80,33.2,13.7,2.8,5.0,1.1,0.2,0.453,0.37,0.803,6.3,0.113
ORV,F,Pau Gasol,2002,21,MEM,4,630,0.006,0.0,,,82,36.7,17.6,8.9,2.7,0.5,2.1,0.518,0.2,0.709,7.6,0.121
ORV,C,Raef LaFrentz,2002,25,TOT,4,630,0.006,0.0,,,78,31.5,13.5,7.4,1.1,0.7,2.7,0.458,0.388,0.695,6.4,0.125
ORV,F,Shawn Marion,2002,23,PHO,4,630,0.006,0.0,,,81,38.4,19.1,9.9,2.0,1.8,1.1,0.469,0.393,0.845,9.8,0.151
ORV,C,David Robinson,2002,36,SAS,4,630,0.006,0.0,,,78,29.5,12.2,8.3,1.2,1.1,1.8,0.507,0.0,0.681,10.1,0.211
ORV,F,Vince Carter,2002,25,TOR,3,630,0.005,0.0,,,60,39.8,24.7,5.2,4.0,1.6,0.7,0.428,0.387,0.798,7.0,0.14
ORV,C,Antonio Davis,2002,33,TOR,3,630,0.005,0.0,,,77,38.7,14.5,9.6,2.0,0.7,1.1,0.426,0.0,0.818,6.5,0.105
ORV,F,Clifford Robinson,2002,35,DET,3,630,0.005,0.0,,,80,35.7,14.6,4.8,2.5,1.1,1.2,0.425,0.378,0.694,4.3,0.073
ORV,F,Rashard Lewis,2002,22,SEA,2,630,0.003,0.0,0.0,2.0,71,36.4,16.8,7.0,1.7,1.5,0.6,0.468,0.389,0.81,8.6,0.16
ORV,C,Michael Olowokandi,2002,26,LAC,2,630,0.003,0.0,0.0,2.0,80,32.1,11.1,8.9,1.1,0.7,1.8,0.433,0.0,0.622,1.6,0.029
ORV,C,Elden Campbell,2002,33,CHH,1,630,0.002,0.0,0.0,1.0,77,28.0,13.9,6.9,1.3,0.8,1.8,0.484,0.0,0.797,7.6,0.168
ORV,G,Sam Cassell,2002,32,MIL,1,630,0.002,0.0,0.0,1.0,74,35.2,19.7,4.2,6.7,1.2,0.2,0.463,0.348,0.86,8.6,0.158
ORV,G,Reggie Miller,2002,36,IND,1,630,0.002,0.0,0.0,1.0,79,36.6,16.5,2.8,3.2,1.1,0.1,0.453,0.406,0.911,9.5,0.159
ORV,G,Cuttino Mobley,2002,26,HOU,1,630,0.002,0.0,0.0,1.0,74,42.1,21.7,4.1,2.5,1.5,0.5,0.438,0.395,0.85,5.7,0.087
ORV,F,Wally Szczerbiak,2002,24,MIN,1,630,0.002,0.0,0.0,1.0,82,38.0,18.7,4.8,3.1,0.8,0.3,0.508,0.455,0.831,8.7,0.134
1st,F,Tim Duncan,2003,26,SAS,603,610,0.989,120.0,,,81,39.3,23.3,12.9,3.9,0.7,2.9,0.513,0.273,0.71,16.5,0.248
1st,G,Kobe Bryant,2003,24,LAL,599,610,0.982,118.0,,,82,41.5,30.0,6.9,5.9,2.2,0.8,0.451,0.383,0.843,14.9,0.21
1st,F,Kevin Garnett,2003,26,MIN,596,610,0.977,115.0,,,82,40.5,23.0,13.4,6.0,1.4,1.6,0.502,0.282,0.751,15.6,0.225
1st,C,Shaquille O'Neal,2003,30,LAL,593,610,0.972,112.0,,,67,37.8,27.5,11.1,3.1,0.6,2.4,0.574,0.0,0.622,13.2,0.25
1st,G,Tracy McGrady,2003,23,ORL,578,610,0.948,107.0,,,75,39.4,32.1,6.5,5.5,1.7,0.8,0.457,0.386,0.793,16.1,0.262
2nd,F,Dirk Nowitzki,2003,24,DAL,360,610,0.59,5.0,,,80,39.0,25.1,9.9,3.0,1.4,1.0,0.463,0.379,0.881,16.1,0.249
2nd,G,Jason Kidd,2003,29,NJN,355,610,0.582,16.0,,,80,37.4,18.7,6.3,8.9,2.2,0.3,0.414,0.341,0.841,11.3,0.182
2nd,G,Allen Iverson,2003,27,PHI,350,610,0.574,8.0,,,82,42.5,27.6,4.2,5.5,2.7,0.2,0.414,0.277,0.774,9.2,0.127
2nd,F,Chris Webber,2003,29,SAC,310,610,0.508,1.0,,,67,39.1,23.0,10.5,5.4,1.6,1.3,0.461,0.238,0.607,6.9,0.127
2nd,C,Ben Wallace,2003,28,DET,307,610,0.503,5.0,,,73,39.4,6.9,15.4,1.6,1.4,3.2,0.481,0.167,0.45,10.6,0.176
3rd,C,Jermaine O'Neal,2003,24,IND,165,610,0.27,2.0,,,77,37.2,20.8,10.3,2.0,0.9,2.3,0.484,0.333,0.731,10.5,0.177
3rd,G,Stephon Marbury,2003,25,PHO,141,610,0.231,1.0,,,81,40.0,22.3,3.2,8.1,1.3,0.2,0.439,0.301,0.803,9.6,0.142
3rd,F,Paul Pierce,2003,25,BOS,91,610,0.149,0.0,,,79,39.2,25.9,7.3,4.4,1.8,0.8,0.416,0.302,0.802,10.1,0.157
3rd,G,Steve Nash,2003,28,DAL,85,610,0.139,0.0,,,82,33.1,17.7,2.9,7.3,1.0,0.1,0.465,0.413,0.909,11.6,0.206
3rd,F,Jamal Mashburn,2003,30,NOH,63,610,0.103,0.0,,,82,40.5,21.6,6.1,5.6,1.0,0.2,0.422,0.389,0.848,9.0,0.13
ORV,C,Yao Ming,2003,22,HOU,55,610,0.09,0.0,,,82,29.0,13.5,8.2,1.7,0.4,1.8,0.498,0.5,0.811,8.7,0.176
ORV,F,Karl Malone,2003,39,UTA,33,610,0.054,0.0,,,81,36.2,20.6,7.8,4.7,1.7,0.4,0.462,0.214,0.763,11.1,0.182
ORV,F,Shawn Marion,2003,24,PHO,28,610,0.046,0.0,,,81,41.6,21.2,9.5,2.4,2.3,1.2,0.452,0.387,0.851,13.0,0.186
ORV,C,Zydrunas Ilgauskas,2003,27,CLE,25,610,0.041,0.0,,,81,30.0,17.2,7.5,1.6,0.7,1.9,0.441,0.0,0.781,5.0,0.099
ORV,C,Vlade Divac,2003,34,SAC,23,610,0.038,0.0,,,80,29.8,9.9,7.2,3.4,1.0,1.3,0.466,0.24,0.713,7.0,0.141
ORV,G,Steve Francis,2003,25,HOU,18,610,0.03,0.0,,,81,41.0,21.0,6.2,6.2,1.7,0.5,0.435,0.354,0.8,11.1,0.16
ORV,G,Ray Allen,2003,27,TOT,15,610,0.025,0.0,,,76,37.9,22.5,5.0,4.4,1.4,0.2,0.439,0.377,0.916,9.1,0.152
ORV,G,Gary Payton,2003,34,TOT,14,610,0.023,0.0,,,80,40.1,20.4,4.2,8.3,1.7,0.3,0.454,0.297,0.71,9.1,0.136
ORV,F,Rasheed Wallace,2003,28,POR,14,610,0.023,0.0,,,74,36.3,18.1,7.4,2.1,0.9,1.0,0.471,0.358,0.735,8.5,0.151
ORV,G,Allan Houston,2003,31,NYK,10,610,0.016,0.0,,,82,37.9,22.5,2.8,2.7,0.7,0.1,0.445,0.396,0.919,7.2,0.111
ORV,C,Pau Gasol,2003,22,MEM,8,610,0.013,0.0,,,82,36.0,19.0,8.8,2.8,0.4,1.8,0.51,0.1,0.736,8.5,0.138
ORV,F,Brad Miller,2003,26,IND,8,610,0.013,0.0,,,73,31.1,13.1,8.3,2.6,0.9,0.6,0.493,0.313,0.818,9.6,0.202
ORV,C,David Robinson,2003,37,SAS,8,610,0.013,0.0,,,64,26.2,8.5,7.9,1.0,0.8,1.7,0.469,0.0,0.71,6.0,0.172
ORV,F,Peja Stojaković,2003,25,SAC,8,610,0.013,0.0,,,72,34.0,19.2,5.5,2.0,1.0,0.1,0.481,0.382,0.875,10.1,0.199
ORV,G,Michael Jordan,2003,39,WAS,7,610,0.011,0.0,,,82,37.0,20.0,6.1,3.8,1.5,0.5,0.445,0.291,0.821,6.2,0.099
ORV,F,Elton Brand,2003,23,LAC,2,610,0.003,0.0,0.0,2.0,62,39.6,18.5,11.3,2.5,1.1,2.5,0.502,0.0,0.685,7.6,0.149
ORV,F,Brian Grant,2003,30,MIA,2,610,0.003,0.0,0.0,2.0,82,32.2,10.3,10.2,1.3,0.8,0.6,0.509,0.0,0.771,7.7,0.139
ORV,F,Antawn Jamison,2003,26,GSW,2,610,0.003,0.0,0.0,2.0,82,39.3,22.2,7.0,1.9,0.9,0.5,0.47,0.311,0.789,8.5,0.126
ORV,C,Theo Ratliff,2003,29,ATL,2,610,0.003,0.0,0.0,2.0,81,31.1,8.7,7.5,0.9,0.7,3.2,0.464,0.0,0.72,4.0,0.077
ORV,F,Amar'e Stoudemire,2003,20,PHO,2,610,0.003,0.0,0.0,2.0,82,31.3,13.5,8.8,1.0,0.8,1.1,0.472,0.2,0.661,6.2,0.116
ORV,F,Antoine Walker,2003,26,BOS,2,610,0.003,0.0,0.0,2.0,78,41.5,20.1,7.2,4.8,1.5,0.4,0.388,0.323,0.615,2.6,0.039
ORV,G,Mike Bibby,2003,24,SAC,1,610,0.002,0.0,0.0,1.0,55,33.4,15.9,2.7,5.2,1.3,0.1,0.47,0.409,0.861,5.6,0.146
ORV,G,Michael Finley,2003,29,DAL,1,610,0.002,0.0,0.0,1.0,69,38.3,19.3,5.8,3.0,1.1,0.3,0.425,0.37,0.861,6.7,0.123
ORV,C,Jamaal Magloire,2003,24,NOH,1,610,0.002,0.0,0.0,1.0,82,29.8,10.3,8.8,1.1,0.6,1.4,0.48,0.0,0.717,6.7,0.133
ORV,G,Tony Parker,2003,20,SAS,1,610,0.002,0.0,0.0,1.0,82,33.8,15.5,2.6,5.3,0.9,0.0,0.464,0.337,0.755,7.7,0.134
ORV,F,Jalen Rose,2003,30,CHI,1,610,0.002,0.0,0.0,1.0,82,40.9,22.1,4.3,4.8,0.9,0.3,0.406,0.37,0.854,3.6,0.052
ORV,G,John Stockton,2003,40,UTA,1,610,0.002,0.0,0.0,1.0,82,27.7,10.8,2.5,7.7,1.7,0.2,0.483,0.363,0.826,9.0,0.19
ORV,F,Wally Szczerbiak,2003,25,MIN,1,610,0.002,0.0,0.0,1.0,52,35.3,17.6,4.6,2.6,0.8,0.4,0.481,0.421,0.867,5.2,0.135
1st,F,Kevin Garnett,2004,27,MIN,615,615,1.0,123.0,0.0,0.0,82,39.4,24.2,13.9,5.0,1.5,2.2,0.499,0.256,0.791,18.3,0.272
1st,F,Tim Duncan,2004,27,SAS,597,615,0.971,114.0,,,69,36.6,22.3,12.4,3.1,0.9,2.7,0.501,0.167,0.599,13.1,0.249
1st,G,Kobe Bryant,2004,25,LAL,582,615,0.946,111.0,,,65,37.6,24.0,5.5,5.1,1.7,0.4,0.438,0.327,0.852,10.7,0.21
1st,C,Shaquille O'Neal,2004,31,LAL,556,615,0.904,95.0,,,67,36.8,21.5,11.5,2.9,0.5,2.5,0.584,0.0,0.49,9.9,0.192
1st,G,Jason Kidd,2004,30,NJN,421,615,0.685,55.0,,,67,36.6,15.5,6.4,9.2,1.8,0.2,0.384,0.321,0.827,7.2,0.141
2nd,C,Jermaine O'Neal,2004,25,IND,423,615,0.688,31.0,,,78,35.7,20.1,10.0,2.1,0.8,2.6,0.434,0.111,0.757,9.0,0.155
2nd,F,Peja Stojaković,2004,26,SAC,378,615,0.615,14.0,,,81,40.3,24.2,6.3,2.1,1.3,0.2,0.48,0.433,0.927,13.5,0.198
2nd,G,Sam Cassell,2004,34,MIN,322,615,0.524,34.0,,,81,35.0,19.8,3.3,7.3,1.3,0.2,0.488,0.398,0.873,12.1,0.205
2nd,G,Tracy McGrady,2004,24,ORL,274,615,0.446,16.0,,,67,39.9,28.0,6.0,5.5,1.4,0.6,0.417,0.339,0.796,8.4,0.151
2nd,C,Ben Wallace,2004,29,DET,195,615,0.317,2.0,,,81,37.7,9.5,12.4,1.7,1.8,3.0,0.421,0.125,0.49,10.2,0.16
3rd,C,Yao Ming,2004,23,HOU,189,615,0.307,0.0,,,82,32.8,17.5,9.0,1.5,0.3,1.9,0.522,0.0,0.809,11.4,0.202
3rd,G,Baron Davis,2004,24,NOH,176,615,0.286,10.0,,,67,40.1,22.9,4.3,7.5,2.4,0.4,0.395,0.321,0.673,7.5,0.133
3rd,F,Dirk Nowitzki,2004,25,DAL,145,615,0.236,0.0,,,77,37.9,21.8,8.7,2.7,1.2,1.4,0.462,0.341,0.877,11.5,0.19
3rd,G,Michael Redd,2004,24,MIL,95,615,0.154,4.0,,,82,36.8,21.7,5.0,2.3,1.0,0.1,0.44,0.35,0.868,9.7,0.154
3rd,F,Metta World Peace,2004,24,IND,90,615,0.146,0.0,,,73,37.2,18.3,5.3,3.7,2.1,0.7,0.421,0.31,0.733,8.0,0.141
